artist,song,genre
Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack","['dance pop', 'pop', 'post-teen pop', 'uk pop']"
Shania Twain,From This Moment On,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']"
Shania Twain,You're Still The One,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']"
Michelle Branch,Everywhere,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']"
The Click Five,Just The Girl,"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']"
Ashlee Simpson,Pieces Of Me,"['dance pop', 'post-teen pop']"
5 Seconds of Summer,She Looks So Perfect,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
5 Seconds of Summer,She's Kinda Hot,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Michael Jackson,Billie Jean,"['pop', 'r&b', 'soul']"
Michael Jackson,Beat It - Single Version,"['pop', 'r&b', 'soul']"
Michael Jackson,Black or White - Single Version,"['pop', 'r&b', 'soul']"
Michael Jackson,The Way You Make Me Feel,"['pop', 'r&b', 'soul']"
Michael Jackson,Man In The Mirror,"['pop', 'r&b', 'soul']"
Michael Jackson,P.Y.T. (Pretty Young Thing),"['pop', 'r&b', 'soul']"
Lindsay Lohan,Ultimate,"['dance pop', 'post-teen pop']"
Beyoncé,If I Were a Boy,"['dance pop', 'pop', 'r&b']"
Chris Brown,With You,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Chris Brown,Forever,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Christina Perri,A Thousand Years,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
Jess Glynne,Gave Me Something,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Jess Glynne,Hold My Hand,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Mandy Moore,"When Will My Life Begin - From ""Tangled""/Soundtrack Version","['dance pop', 'hollywood', 'movie tunes', 'post-teen pop']"
Mandy Moore,"I See the Light - From ""Tangled""/Soundtrack Version","['dance pop', 'hollywood', 'movie tunes', 'post-teen pop']"
Natalie Imbruglia,Torn,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']"
Chaka Khan,Ain't Nobody,"['disco', 'funk', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
The Cranberries,Dreams,"['irish rock', 'pop rock']"
Savage Garden,I Knew I Loved You,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']"
Toni Braxton,Un-Break My Heart,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Toni Braxton,Breathe Again,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Toni Braxton,You're Makin' Me High,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Xscape,My Little Secret,"['atl hip hop', 'contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Xscape,One Of Those Love Songs,"['atl hip hop', 'contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Xscape,Softest Place On Earth,"['atl hip hop', 'contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Xscape,The Arms of the One Who Loves You,"['atl hip hop', 'contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Toni Braxton,He Wasn't Man Enough,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Little Mix,Secret Love Song,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
Zara Larsson,I Can't Fall in Love Without You,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']"
Ruth B.,Lost Boy,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
Atmosphere,Yesterday,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']"
Joseph,Honest,"['disney', 'movie tunes']"
Kina Grannis,When Will I Learn,"['acoustic pop', 'neo mellow', 'viral pop']"
The Harmaleighs,Lady Brain,"['folk-pop', 'pop folk']"
The Lumineers,Cleopatra,"['folk-pop', 'stomp and holler']"
Birdtalker,Heavy,"['deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']"
Ezra Vine,Celeste,"['folk-pop', 'nz pop']"
Lullanas,Don't Say,['folk-pop']
Colin & Caroline,Like Home,"['acoustic cover', 'channel pop', 'viral pop']"
Sammy Brue,I Know,"['deep new americana', 'folk-pop']"
Holley Maher,Adventurers,['indiecoustica']
WILD,Back to You,"['folk-pop', 'indie folk', 'indiecoustica', 'stomp and holler']"
The Accidentals,Memorial Day,"['college a cappella', 'folk-pop', 'michigan folk', 'michigan indie']"
Majozi,Fire,"['african rock', 'folk-pop', 'south african alternative', 'south african pop', 'south african pop dance']"
The Harmaleighs,I Keep Ticking On,"['folk-pop', 'pop folk']"
Castro,Automatic,['trap colombiano']
Damien Jurado,Ohio - filous Remix,"['alternative country', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler']"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"['dance pop', 'edm', 'pop', 'pop rap']"
Travis Hayes,Bath Salts,need_to_add
Frédéric Chopin,"Nocturne No.1 In B Flat Minor, Op.9 No.1","['classical', 'early romantic era', 'polish classical']"
Third Eye Blind,Semi-Charmed Life,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
Counting Crows,Mr. Jones,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
Spin Doctors,Two Princes,"['alternative rock', 'pop rock', 'rock']"
Eagle-Eye Cherry,Save Tonight,['pop rock']
Gin Blossoms,Hey Jealousy,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock', 'tempe indie']"
Better Than Ezra,Good,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge']"
Tonic,If You Could Only See,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']"
New Radicals,You Get What You Give,['pop rock']
Oleander,Why I'm Here,"['pop rock', 'post-grunge', 'sacramento indie']"
The Presidents Of The United States Of America,Lump,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rap rock', 'rock']"
Sugar Ray,Someday - Remastered,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
Toad The Wet Sprocket,All I Want,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
Matchbox Twenty,Push,"['neo mellow', 'pop rock', 'post-grunge']"
4 Non Blondes,What's Up?,"['new wave pop', 'pop rock']"
Nine Days,Absolutely (Story of a Girl) - Radio Mix,"['neo mellow', 'pop rock']"
Del Amitri,Roll To Me,"['britpop', 'melancholia', 'new wave pop', 'pop rock', 'scottish rock']"
Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),"['cowpunk', 'neo mellow', 'pop rock']"
Eve 6,Inside Out,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge']"
Violent Femmes,Blister in the Sun - 2002 Remastered Version,"['acoustic punk', 'alternative rock', 'punk', 'rock']"
The Breeders,Cannonball,"['alternative pop', 'alternative rock', 'boston rock', 'dayton indie', 'dream pop', 'lo-fi', 'new wave', 'post-punk']"
The Goo Goo Dolls,Iris,"['neo mellow', 'permanent wave', 'pop rock']"
The Lemonheads,Into Your Arms,"['alternative pop', 'alternative rock', 'boston rock', 'lilith', 'pop rock', 'power pop']"
Crash Test Dummies,Mmm Mmm Mmm Mmm,"['canadian rock', 'pop rock']"
Gwen Stefani,Hollaback Girl,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']"
Justin Timberlake,SexyBack,"['dance pop', 'pop']"
The Black Eyed Peas,I Gotta Feeling,"['dance pop', 'pop', 'pop rap']"
Britney Spears,...Baby One More Time,"['dance pop', 'pop', 'post-teen pop']"
Christina Aguilera,Genie In A Bottle (Album Version),"['dance pop', 'pop', 'post-teen pop']"
Mariah Carey,Fantasy,"['dance pop', 'pop', 'urban contemporary']"
TLC,No Scrubs,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Incubus,Drive,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']"
Lit,My Own Worst Enemy,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
Spice Girls,Wannabe - Radio Edit,"['dance pop', 'europop', 'girl group', 'pop']"
*NSYNC,Tearin' up My Heart - Radio Edit,"['boy band', 'dance pop', 'post-teen pop']"
Macy Gray,I Try,"['neo soul', 'soul']"
Alanis Morissette,Ironic,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
Foo Fighters,Learn to Fly,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
Santana,Smooth,"['blues rock', 'classic rock', 'mexican classic rock']"
Backstreet Boys,I Want It That Way,"['boy band', 'dance pop']"
Savage Garden,Truly Madly Deeply,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']"
Britney Spears,(You Drive Me) Crazy,"['dance pop', 'pop', 'post-teen pop']"
The Offspring,Pretty Fly (For a White Guy),"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,"['boy band', 'dance pop']"
Michael Jackson,Remember the Time,"['pop', 'r&b', 'soul']"
Train,Meet Virginia,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
Pearl Jam,Last Kiss,"['grunge', 'permanent wave', 'rock']"
Kris Kross,Jump,"['gangster rap', 'hip hop', 'old school atlanta hip hop', 'rap']"
Mötley Crüe,"Girls, Girls, Girls","['glam metal', 'hard rock', 'rock', 'sleaze rock']"
Queen,Don't Stop Me Now - Remastered 2011,"['classic rock', 'glam rock', 'rock']"
Carly Simon,Coming Around Again,"['adult standards', 'brill building pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Shakira,Hips Don't Lie,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
The Pussycat Dolls,Don't Cha,"['dance pop', 'girl group', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']"
Cascada,Every time we touch,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']"
The Black Eyed Peas,Where Is The Love?,"['dance pop', 'pop', 'pop rap']"
Rihanna,Don't Stop The Music,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
Destiny's Child,Survivor,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Katy Perry,Last Friday Night (T.G.I.F.),"['dance pop', 'pop', 'post-teen pop']"
Shakira,"Whenever, Wherever","['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Lady Gaga,Poker Face,"['art pop', 'dance pop', 'pop']"
Avril Lavigne,Complicated,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
Vader Abraham,Das Lied Der Schluempfe,"['levenslied', 'nederpop', 'vintage dutch pop']"
Billie Piper,Because We Want To,"['bubblegum dance', 'dance pop', 'europop']"
The Cheeky Girls,Cheeky Song (Touch My Bum),['bubblegum dance']
Black Lace,Agadoo - original,['europop']
Billy Ray Cyrus,Achy Breaky Heart,"['country', 'country rock']"
Jennifer Lopez,Jenny from the Block - Track Masters Remix,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
Geri Halliwell,Look At Me,"['bubblegum dance', 'dance pop', 'electropop', 'europop']"
Bryan Adams,(Everything I Do) I Do It For You,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
Mariah Carey,Against All Odds (Take a Look at Me Now),"['dance pop', 'pop', 'urban contemporary']"
Anita Dobson,Anyone Can Fall In Love,need_to_add
St. Winifred's School Choir,There's No One Quite Like Grandma - 2003 Remastered Version,"[""children's choir"", 'school choir']"
Michael Jackson,Earth Song - Remastered Version,"['pop', 'r&b', 'soul']"
Chris de Burgh,The Lady In Red,"['mellow gold', 'new wave pop', 'soft rock']"
Céline Dion,"My Heart Will Go On (Love Theme from ""Titanic"")","['canadian pop', 'dance pop']"
Michael Bolton,Can I Touch You...There?,"['adult standards', 'mellow gold', 'soft rock']"
Britney Spears,Lucky,"['dance pop', 'pop', 'post-teen pop']"
Cher,Believe,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
Los Del Rio,Macarena,['tropical']
Sabrina,Boys,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
Joe Dolce,Shaddap You Face,['novelty']
Vanilla Ice,Ice Ice Baby,"['hip house', 'miami hip hop']"
Samantha Fox,Touch Me (I Want Your Body),"['europop', 'hi-nrg', 'italian disco', 'new wave pop']"
Clive Dunn,Grandad,['novelty']
Donny Osmond,Puppy Love,"['adult standards', 'bubblegum pop', 'classic uk pop', 'soft rock']"
Milli Vanilli,Girl You Know It's True,['new jack swing']
Peter Andre,Mysterious Girl,"['bubblegum dance', 'europop']"
Nick Berry,Every Loser Wins,need_to_add
Hanson,MMMBop,"['boy band', 'dance pop', 'neo mellow', 'pop rock']"
Meat Loaf,I'd Do Anything For Love (But I Won't Do That),['album rock']
Polina,"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",need_to_add
2 LIVE CREW,Hoochie Mama,"['electro', 'gangster rap', 'golden age hip hop', 'hip hop', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap']"
Nickelback,Rockstar,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Insane Clown Posse,Miracles,need_to_add
Wheeler Walker Jr.,Fuck You Bitch,"['outlaw country', 'redneck']"
Lindisfarne,Fog On the Tyne,"['british folk', 'classic uk pop', 'folk rock']"
Mr. C,Cha Cha Slide,"['atl hip hop', 'atlanta bass']"
Nickelback,How You Remind Me - LP Mix,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Nickelback,Burn It To The Ground,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Nickelback,If Today Was Your Last Day,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Nickelback,When We Stand Together,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
StaRR Lyfe,Fuck Kd,need_to_add
Lil Zay Poppin,Now I Do What I Want,need_to_add
Jorge Quintero,300 Violin Orchestra,need_to_add
Ed Sheeran,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],"['pop', 'uk pop']"
The Weeknd,Party Monster,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Paulo Mendonca,U got 2 believe,"['modern funk', 'swedish blues']"
Al Massrieen,Sah,['arab groove']
Electric Guest,Oh Devil,"['alternative dance', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']"
WALK THE MOON,Shut Up and Dance,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Anna Sun,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Work This Body,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Tightrope,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Different Colors,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Avalanche,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Jenny,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Portugal,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Quesadilla,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
WALK THE MOON,Aquaman,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
The Chainsmokers,Paris - Pegboard Nerds Remix,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Lost Kings,Quit You - Wuki Remix,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']"
The Chainsmokers,Don't Let Me Down - Zomboy Remix,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Alan Walker,Faded - Slushii Remix,['electro house']
Tommie Sunshine,Can't Get Enough - Pegboard Nerds Remix,need_to_add
San Holo,Light - Loosid Remix,"['edm', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']"
The Chainsmokers,Something Just Like This - ARMNHMR Remix,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Steve Aoki,Without U,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']"
Borgeous,Hold Up,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
Lost Kings,Phone Down - Dodge & Fuski Remix,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']"
Elliphant,Spoon Me - Slushii Remix,['swedish indie pop']
Martin Garrix,Scared To Be Lonely (Conro Remix),"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
NERVO,Let It Go - Scott Melker & Mister Gray Remix,"['australian dance', 'dance pop', 'edm', 'electra', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
Starley,"Call On Me - EDWYNN X TIKAL, Spirix Remix","['aussietronica', 'dance pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']"
Kuuro,Aamon,"['bass trap', 'electro house', 'gaming edm']"
Dimitri Vegas & Like Mike,Hey Baby - Steve Aoki Remix,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
Icona Pop,Brightside - Borgeous Remix,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']"
Kill The Noise,Like A Bitch - Kill The Noise Remix,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'fidget house', 'melodic dubstep']"
Dillon Francis,Candy,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']"
